Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kazakhstan,KAZ,1.19151E+11,1.2433E+11,1.35821E+11,1.49998E+11,1.57988E+11,1.5347E+11,1.63779E+11,1.59239E+11,1.57269E+11,1.59282E+11,1.61455E+11,1.60815E+11,1.61721E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kenya,KEN,8885235533,10042095566,11832175543,13775500739,16911742537,19783760502,21057671043,26951349499,31433802016,34970099590,38038285074,41219330147,41562810755
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kosovo,XKX,1455549980,1699829129,2002395874,2220795034,2242255050,2158469237,2124776280,2504239068,2325738781,2428181907,3088257306,3344115219,3638713633
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kyrgyz Republic,KGZ,4118497688,5493240305,6035834629,6815197401,7285152488,7720114041,7973634965,8129368633,8163905921,8454483249,8676163894,9061165088,9525049467
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Lao PDR,LAO,6553667991,7081958071,7422606491,8190455763,9640196172,11641678830,13535138629,15020566073,15870810801,18971677881,20499166135,19231787262,18701492478
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Lebanon,LBN,47818873949,49664375023,55722618839,62103209067,64454510033,68219052512,69509159842,74165438619,79650131633,73893126217,68874327201,66900293415,67109212897
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Lesotho,LSO,788060174.8,813623741.4,904228982.1,925015906.5,912086478.4,952588686.1,1358062675,1504173109,1463408841,1583480653,1737618389,1833103211,1809501530
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Liberia,LBR,418851731,448440322.7,487153088.6,530778149.7,681478405,837435458.6,950332609.9,1118118392,1157572897,1266753402,1461907336,1848648347,1904054488
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,North Macedonia,MKD,5159228792,6131371643,6469415458,6736820318,7232874195,6766734551,7512963880,8544276017,8667462373,9000238458,10324278543,10644396439,11572484904
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Madagascar,MDG,2755972131,2867388364,2993469808,2940581583,2963528296,3007857305,2976805935,3382906475,3720119522,4044792623,4841435396,5344813135,5937649294
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Malawi,MWI,1020774253,1213551485,1331139880,1566324822,1666540757,1721202631,1847005075,2162398106,2265713574,2428679899,2943281967,3198348254,3338181912
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Maldives,MDV,916604218.6,881963777.1,942028626.6,1030147341,1104553871,1006244803,1138667437,1465723991,2322853758,2678987706,3702603177,4163444554,4038818289
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mali,MLI,2438634703,2907439381,3070313143,3483872890,3521672817,3747044963,3847760145,4319894781,4595485040,4998428291,5813599035,6402356156,6342843423
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mauritania,MRT,3556481608,3742969897,4277397892,4522468782,4531578245,4993494071,5080228848,5241041041,5223782895,5370976554,5716645373,4813193149,4603898856
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mauritius,MUS,7928681896,9841085924,10694876889,12391683917,12759055558,10302274190,10444397736,10629579614,11234112090,12361096212,12402260815,14705729003,17364652747
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mexico,MEX,3.06835E+11,3.51695E+11,4.31651E+11,5.01469E+11,5.36185E+11,5.30515E+11,5.44792E+11,5.78642E+11,6.05852E+11,6.09312E+11,6.02686E+11,5.94284E+11,6.00423E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Moldova,MDA,4724734887,5216932920,5320130874,6204086253,5851136268,6094646558,6217992082,6967883843,7285819232,7299000270,7915593591,9034530962,9723371022
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mongolia,MNG,5928348234,9629415056,15567388587,19186559883,21200471937,21953024494,24612081479,27963178993,29807872488,31572625617,32360178771,34340470831,33764621990
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Montenegro,MNE,4502976941,5524651522,6175932505,6581255608,6416308970,6674238727,6882446867,7212636357,7158650805,7585473319,9468501171,9235152250,8815215689
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Morocco,MAR,27295707254,29967987912,33877639847,39283986048,43134005210,44387881948,47597593319,51084473017,50411371888,55000076805,65712482515,65373182866,64713313952
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mozambique,MOZ,11230847943,13466363288,19786449571,28952024800,34418918531,38032451512,42831376455,45973842585,49809958925,54211762320,58707922608,62733021519,64028375820
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Myanmar,MMR,9990180485,10825723145,11033527300,9916586454,10049278771,10219854991,10111616045,10782642876,10729171127,11177920460,13398938214,13750378822,12529580247
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Nepal,NPL,3787483272,3826237147,3809914766,4012919216,3980972649,4142916401,4297388214,4963402939,5510938186,6515787783,7905755094,8820814239,9140163555
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Nicaragua,NIC,7017467447,7938152811,9154589729,10255435645,10965052289,11513227717,12197682283,12727982691,13003298422,13610346037,13760303958,14582931633,14867213389
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Niger,NER,1533781919,2213013665,1783792451,1982335397,2002738488,2228591635,2511623279,3035714828,3176803383,3584577815,4552606199,4967317875,5415911091
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Nigeria,NGA,28262197009,32377423146,36981904539,38771517424,41804654310,41541257872,41359562489,62791819170,66565585785,77708890975,82833305939,90887068294,98335333958
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Pakistan,PAK,63482952104,65088322905,63954134989,60297830475,64359863498,68749830505,75206431382,93158143047,1.00199E+11,1.10178E+11,1.18049E+11,1.30873E+11,1.26942E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Panama,PAN,48882069159,57055801275,61429104400,68348318189,78034041164,88501170629,89440297343,93148803468,1.00311E+11,1.07416E+11,1.08866E+11,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Papua New Guinea,PNG,5987009775,12584089528,14922490380,21609688424,20428666793,20386681360,19247283289,17223736382,17723605373,18744676569,18046873709,19710405017,18699746215
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Paraguay,PRY,16123448799,16051060834,16604841153,16493944683,17269695330,17297632892,17231065429,17047059549,17183302980,17639968576,20727223300,22193192182,24514706329
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Peru,PER,42153893574,45012107240,61628878217,63547800561,67907395747,67186181292,69612783914,67603581697,66769271406,64247279473,73549205267,86460826529,88084223158
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Philippines,PHL,65346014588,66101515849,69359153733,66187916921,77164821039,76266262181,74747741448,73108188467,78989513052,83643882832,98498410045,1.06448E+11,1.11217E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Romania,ROU,1.15393E+11,1.19601E+11,1.20826E+11,1.23954E+11,1.11824E+11,96449761851,96117936188,1.14008E+11,1.12547E+11,1.18298E+11,1.4239E+11,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Russian Federation,RUS,4.17886E+11,5.44356E+11,5.91836E+11,6.68513E+11,5.54416E+11,4.92191E+11,5.35225E+11,5.19203E+11,4.77785E+11,4.85793E+11,4.60934E+11,4.72158E+11,3.76117E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Rwanda,RWA,1233314076,1460707197,1814518290,2314567423,2909860018,3451961693,4318716828,5076087516,5681082351,6514940152,8193642651,9317675645,9690063880
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Samoa,WSM,325098258.9,368308475.7,422904430.8,467876307.3,483662948.9,466304621,444079880.5,473243541.6,446524190.6,434855300.1,477180399.1,493266400.9,459273052.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sao Tome and Principe,STP,181091117.6,229714903.5,196953110.5,209885395.9,223944644.6,237958644.5,244530227.4,265720888.6,248836527.5,277098659,316720463.8,331341886.8,391535907.1
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Senegal,SEN,4649791196,5804988082,7108292991,8180882074,10761477258,10478611828,11466164925,14246124888,18981750740,19243016303,23286447933,28513132369,32126237510
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Serbia,SRB,32907137502,31657124952,34361115815,35636906791,32114239790,30260552577,27911436868,30937500405,31054169369,32109016714,38040503965,41166041485,44160464537
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sierra Leone,SLE,931127139.3,1050427526,1335279659,1399720821,1433230470,1558269902,1627146240,1752872456,1757230853,1855825335,2109178657,2450704006,2331196990
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Solomon Islands,SLB,230756584.9,257503829.4,228146820.3,203970814.6,187516688.3,207462428.9,263838572.3,376730656.2,323533174.2,350464708.8,428927088.9,483164953,502988215.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Somalia,SOM,2934384056,2940364940,2940422479,2938896763,2837118512,2770590307,2744666128,2833531570,5558434813,5621339497,4658362465,4211181016,4163976590
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,South Africa,ZAF,1.15322E+11,1.24137E+11,1.4796E+11,1.41639E+11,1.49318E+11,1.27741E+11,1.44048E+11,1.75014E+11,1.80184E+11,1.90738E+11,1.75417E+11,1.69438E+11,1.72133E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sri Lanka,LKA,21684210689,25795379781,35735908568,39314598514,42262761572,43925393891,46661458616,50765545979,52919692662,56117855647,56874445630,58732518598,58712654401
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,St. Lucia,LCA,584783262.7,455833314.8,432702877.7,479336037.4,537109187.7,529980934.5,543662556.6,621896095.4,615495530,638927013.2,733837563.5,892737914.9,909317236.5
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,St. Vincent and the Grenadines,VCT,295920078.1,304058669.5,288060123.5,311721412,340847124.2,343937309.5,333532529.1,335439396.4,323345869.9,351254245,414557764.5,529161291.9,581028566.7
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sudan,SDN,22592936139,21460776766,22078258219,22721577870,21971960139,21657734194,21361220380,21969916334,21804558729,22843960860,23811303093,22968456717,22432729497
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Suriname,SUR,..,..,..,..,..,2562547848,2962151765,3127952233,3540169610,3927536691,3885790062,4153848483,4209030813
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Eswatini,SWZ,1016095656,1038510828,863170341.8,753685365.3,536860007.6,449611575.9,765045805.4,872584998.9,766109447.1,833719718.4,957337769.2,1178834584,1211144995
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Syrian Arab Republic,SYR,5276579227,4980444783,4748208497,4765860589,4608449443,4419183536,4367932031,4603897926,4583582194,4590239654,4763247278,5028598332,4847741936
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Tajikistan,TJK,3561185321,3922103878,4619361917,4862292684,5123749263,5144129015,5180495791,5865953296,6086669246,6632776524,6903659102,6970252411,6744547551
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Tanzania,TZA,8937227660,10168038466,12050138175,13998265660,16234341799,18159958606,19449737096,21430961126,22362710249,24173647390,25546402957,28505860519,30169601612
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Thailand,THA,1.07166E+11,1.17681E+11,1.51146E+11,1.53838E+11,1.46931E+11,1.32367E+11,1.3955E+11,1.63015E+11,1.81636E+11,1.77871E+11,1.97234E+11,2.0581E+11,1.92078E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Timor-Leste,TLS,..,..,76035316.9,89494692.9,104305452.7,116733681.1,80907571.1,124522399.4,158056457,203400669.6,231800534.6,278614052.2,289694707.8
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Togo,TGO,1279093105,624820833.4,749441245.9,925618363,1022442329,1097348790,1207508413,1628664100,1700696697,1989552068,2508122481,3413019499,3117656618
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Tonga,TON,153652255.8,191201692.9,197996915.7,199562997.3,195924377.2,184338819.8,174411669.5,193072348.9,187000421.1,186647313.7,194579370.9,223626733.7,209927234.2
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Tunisia,TUN,22666098010,22836117770,25399450709,25762521692,26936706204,27487161066,28827589266,33501134243,35051946556,39444820155,41116676994,41668314092,39652035127
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Turkiye,TUR,3.16657E+11,3.20986E+11,3.53398E+11,4.02184E+11,4.13926E+11,3.9958E+11,3.99066E+11,4.46977E+11,4.25779E+11,4.14618E+11,4.29422E+11,4.37507E+11,4.58699E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Turkmenistan,TKM,1682020478,4296648712,6547850612,8278943711,7360924924,7003746694,8167364609,8650279591,8159810792,6515849192,5636041536,4850980367,4509485178
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Uganda,UGA,2974602245,3262582094,3776131388,8559917108,8651413818,9570705818,10086179673,11672672164,12315104976,13971124696,17207223253,19217000098,19488352675
